timestamp_utc,run_id,profile,label,notes,suite,suite_title,metric_key,metric_value,metric_unit,elapsed_s,checksum,model,token_id,bench_rows,bench_iters,bench_warmup,decode_steps,command,metrics_json,git_branch,git_commit,git_short_commit,git_dirty,git_subject,round_id,build_optimize
2026-04-21T13:47:36.065066+00:00,20260421T134736.065066+0000-edd131e-full-dirty,full,baseline before optimization,baseline before optimization,logits_matvec,Logits Head Matvec,full_tensor_matvecs_per_s,0.18680181653558472,matvec/s,5.353267,-22512.44100705441,models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf,42,248320,1,0,,"[""/Users/drhb/Documents/tmp/dtree-mlx/zig-out/bin/dtree-mlx-zig"",""--model"",""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""--tensor"",""output.weight"",""--matvec"",""--bench"",""--bench-rows"",""248320"",""--bench-iters"",""1"",""--bench-warmup"",""0""]","{""alignment"":32,""bench_iters"":1,""bench_rows"":248320,""bench_warmup"":0,""checksum"":-22512.44100705441,""data_offset"":10989632,""dims"":""[2048, 248320]"",""elapsed_s"":5.353267,""elements_per_s"":94999812.26417439,""full_tensor_matvecs_per_s"":0.18680181653558472,""input_mib_per_s"":74.31939458652072,""kv_count"":51,""name"":""output.weight"",""note"":""this is pure-Zig quantized matvec throughput for one tensor, still not full-model tok/s yet."",""path"":""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""row_bytes"":1680,""row_count"":248320,""row_len"":2048,""rows_per_s"":46386.6270821164,""tensor_count"":733,""type"":""q6_K"",""version"":3}",codex/zig-baseline-qwen36,edd131ece434cb3cf8ec3bb8592d5fe6e4a25f46,edd131e,true,Record lazy linear-step experiment,,
2026-04-21T13:47:36.065066+00:00,20260421T134736.065066+0000-edd131e-full-dirty,full,baseline before optimization,baseline before optimization,blk0_qkv_projection,Block 0 QKV Projection,full_projection_passes_per_s,6.263221268646784,projection/s,1.277298,1361.7445633630268,models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf,42,8192,8,1,,"[""/Users/drhb/Documents/tmp/dtree-mlx/zig-out/bin/dtree-mlx-zig"",""--model"",""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""--token-id"",""42"",""--norm-tensor"",""blk.0.attn_norm.weight"",""--project-tensor"",""blk.0.attn_qkv.weight"",""--bench"",""--bench-rows"",""8192"",""--bench-iters"",""8"",""--bench-warmup"",""1""]","{""alignment"":32,""bench_iters"":8,""bench_rows"":8192,""bench_warmup"":1,""checksum"":1361.7445633630268,""data_offset"":10989632,""elapsed_s"":1.277298,""elements_per_s"":105079416.07988112,""embed_tensor"":""token_embd.weight"",""full_projection_passes_per_s"":6.263221268646784,""input_mib_per_s"":82.20477915098904,""kv_count"":51,""norm_tensor"":""blk.0.attn_norm.weight"",""note"":""this is one-token embedding + optional RMSNorm + projection throughput, not full-model tok/s yet."",""path"":""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""project_dims"":""[2048, 8192]"",""project_tensor"":""blk.0.attn_qkv.weight"",""project_type"":""q6_K"",""rms_epsilon"":1e-06,""rows_per_s"":51308.30863275445,""tensor_count"":733,""token_id"":42,""version"":3}",codex/zig-baseline-qwen36,edd131ece434cb3cf8ec3bb8592d5fe6e4a25f46,edd131e,true,Record lazy linear-step experiment,,
2026-04-21T13:47:36.065066+00:00,20260421T134736.065066+0000-edd131e-full-dirty,full,baseline before optimization,baseline before optimization,full_token_pass,Fresh Full Token Pass,fresh_token_tok_per_s,0.04881093392253988,tok/s,40.974426,100.71597290039062,models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf,42,,2,1,,"[""/Users/drhb/Documents/tmp/dtree-mlx/zig-out/bin/dtree-mlx-zig"",""--model"",""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""--full-token-pass"",""--token-id"",""42"",""--bench"",""--bench-iters"",""2"",""--bench-warmup"",""1""]","{""alignment"":32,""bench_iters"":2,""bench_warmup"":1,""checksum"":100.71597290039062,""data_offset"":10989632,""elapsed_s"":40.974426,""embedding_length"":2048,""fresh_token_passes_per_s"":0.04881093392253988,""fresh_token_tok_per_s"":0.04881093392253988,""kv_count"":51,""layers"":40,""mode"":""fresh token, zero history, zero recurrent state"",""note"":""this is a full pure-Zig one-token forward pass with no cache/history. Cached autoregressive decode will be different once stateful decode exists."",""path"":""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""tensor_count"":733,""token_id"":42,""version"":3}",codex/zig-baseline-qwen36,edd131ece434cb3cf8ec3bb8592d5fe6e4a25f46,edd131e,true,Record lazy linear-step experiment,,
2026-04-21T13:47:36.065066+00:00,20260421T134736.065066+0000-edd131e-full-dirty,full,baseline before optimization,baseline before optimization,cached_decode,Cached Decode,cached_decode_tok_per_s,0.047486224127665004,tok/s,42.117478,86.02596092224121,models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf,42,,2,1,,"[""/Users/drhb/Documents/tmp/dtree-mlx/zig-out/bin/dtree-mlx-zig"",""--model"",""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""--cached-decode"",""--token-id"",""42"",""--bench"",""--bench-iters"",""2"",""--bench-warmup"",""1""]","{""alignment"":32,""cached_decode_tok_per_s"":0.047486224127665004,""checksum"":86.02596092224121,""data_offset"":10989632,""elapsed_s"":42.117478,""kv_count"":51,""note"":""this is repeated-token autoregressive decode with real recurrent and KV caches in pure Zig. Tokenization/chat templating are still outside this benchmark."",""path"":""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""tensor_count"":733,""timed_tokens"":2,""token_id"":42,""version"":3,""warmup_tokens"":1}",codex/zig-baseline-qwen36,edd131ece434cb3cf8ec3bb8592d5fe6e4a25f46,edd131e,true,Record lazy linear-step experiment,,
2026-04-21T14:14:34.727674+00:00,20260421T141434.727674Z-11a5352-micro,micro,pre-round sanity,pre-round sanity,logits_matvec,Logits Head Matvec,full_tensor_matvecs_per_s,0.1839513147092438,matvec/s,5.436221,-22512.44100705441,models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf,42,248320,1,0,,"[""/Users/drhb/Documents/tmp/dtree-mlx/zig-out/bin/dtree-mlx-zig"",""--model"",""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""--tensor"",""output.weight"",""--matvec"",""--bench"",""--bench-rows"",""248320"",""--bench-iters"",""1"",""--bench-warmup"",""0""]","{""alignment"":32,""bench_iters"":1,""bench_rows"":248320,""bench_warmup"":0,""checksum"":-22512.44100705441,""data_offset"":10989632,""dims"":""[2048, 248320]"",""elapsed_s"":5.436221,""elements_per_s"":93550162.87969162,""full_tensor_matvecs_per_s"":0.1839513147092438,""input_mib_per_s"":73.18531798100187,""kv_count"":51,""name"":""output.weight"",""note"":""this is pure-Zig quantized matvec throughput for one tensor, still not full-model tok/s yet."",""path"":""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""row_bytes"":1680,""row_count"":248320,""row_len"":2048,""rows_per_s"":45678.79046859942,""tensor_count"":733,""type"":""q6_K"",""version"":3}",codex/zig-baseline-qwen36,11a53522e5684e3734c9586f697437a131f1bd4a,11a5352,false,Add tracked Zig experiment round runner,,
2026-04-21T14:14:34.727674+00:00,20260421T141434.727674Z-11a5352-micro,micro,pre-round sanity,pre-round sanity,blk0_qkv_projection,Block 0 QKV Projection,full_projection_passes_per_s,6.35108143039056,projection/s,1.259628,1361.7445633630268,models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf,42,8192,8,1,,"[""/Users/drhb/Documents/tmp/dtree-mlx/zig-out/bin/dtree-mlx-zig"",""--model"",""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""--token-id"",""42"",""--norm-tensor"",""blk.0.attn_norm.weight"",""--project-tensor"",""blk.0.attn_qkv.weight"",""--bench"",""--bench-rows"",""8192"",""--bench-iters"",""8"",""--bench-warmup"",""1""]","{""alignment"":32,""bench_iters"":8,""bench_rows"":8192,""bench_warmup"":1,""checksum"":1361.7445633630268,""data_offset"":10989632,""elapsed_s"":1.259628,""elements_per_s"":106553464.9912514,""embed_tensor"":""token_embd.weight"",""full_projection_passes_per_s"":6.35108143039056,""input_mib_per_s"":83.3579437738761,""kv_count"":51,""norm_tensor"":""blk.0.attn_norm.weight"",""note"":""this is one-token embedding + optional RMSNorm + projection throughput, not full-model tok/s yet."",""path"":""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""project_dims"":""[2048, 8192]"",""project_tensor"":""blk.0.attn_qkv.weight"",""project_type"":""q6_K"",""rms_epsilon"":1e-06,""rows_per_s"":52028.05907775947,""tensor_count"":733,""token_id"":42,""version"":3}",codex/zig-baseline-qwen36,11a53522e5684e3734c9586f697437a131f1bd4a,11a5352,false,Add tracked Zig experiment round runner,,
2026-04-21T14:14:34.727661+00:00,20260421T141434.727661Z-11a5352-decode,decode,pre-round sanity,pre-round sanity,full_token_pass,Fresh Full Token Pass,fresh_token_tok_per_s,0.04897512570506733,tok/s,40.837057,100.71597290039062,models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf,42,,2,1,,"[""/Users/drhb/Documents/tmp/dtree-mlx/zig-out/bin/dtree-mlx-zig"",""--model"",""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""--full-token-pass"",""--token-id"",""42"",""--bench"",""--bench-iters"",""2"",""--bench-warmup"",""1""]","{""alignment"":32,""bench_iters"":2,""bench_warmup"":1,""checksum"":100.71597290039062,""data_offset"":10989632,""elapsed_s"":40.837057,""embedding_length"":2048,""fresh_token_passes_per_s"":0.04897512570506733,""fresh_token_tok_per_s"":0.04897512570506733,""kv_count"":51,""layers"":40,""mode"":""fresh token, zero history, zero recurrent state"",""note"":""this is a full pure-Zig one-token forward pass with no cache/history. Cached autoregressive decode will be different once stateful decode exists."",""path"":""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""tensor_count"":733,""token_id"":42,""version"":3}",codex/zig-baseline-qwen36,11a53522e5684e3734c9586f697437a131f1bd4a,11a5352,false,Add tracked Zig experiment round runner,,
2026-04-21T14:14:34.727661+00:00,20260421T141434.727661Z-11a5352-decode,decode,pre-round sanity,pre-round sanity,cached_decode,Cached Decode,cached_decode_tok_per_s,0.044863315273830084,tok/s,44.579853,86.02596092224121,models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf,42,,2,1,,"[""/Users/drhb/Documents/tmp/dtree-mlx/zig-out/bin/dtree-mlx-zig"",""--model"",""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""--cached-decode"",""--token-id"",""42"",""--bench"",""--bench-iters"",""2"",""--bench-warmup"",""1""]","{""alignment"":32,""cached_decode_tok_per_s"":0.044863315273830084,""checksum"":86.02596092224121,""data_offset"":10989632,""elapsed_s"":44.579853,""kv_count"":51,""note"":""this is repeated-token autoregressive decode with real recurrent and KV caches in pure Zig. Tokenization/chat templating are still outside this benchmark."",""path"":""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""tensor_count"":733,""timed_tokens"":2,""token_id"":42,""version"":3,""warmup_tokens"":1}",codex/zig-baseline-qwen36,11a53522e5684e3734c9586f697437a131f1bd4a,11a5352,false,Add tracked Zig experiment round runner,,
2026-04-21T14:17:30.141804+00:00,20260421T141730.141804Z-11a5352-micro-dirty,micro,releasefast check,releasefast check,logits_matvec,Logits Head Matvec,full_tensor_matvecs_per_s,2.167918278152587,matvec/s,0.461272,-22512.44100705441,models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf,42,248320,1,0,,"[""/Users/drhb/Documents/tmp/dtree-mlx/zig-out/bin/dtree-mlx-zig"",""--model"",""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""--tensor"",""output.weight"",""--matvec"",""--bench"",""--bench-rows"",""248320"",""--bench-iters"",""1"",""--bench-warmup"",""0""]","{""alignment"":32,""bench_iters"":1,""bench_rows"":248320,""bench_warmup"":0,""checksum"":-22512.44100705441,""data_offset"":10989632,""dims"":""[2048, 248320]"",""elapsed_s"":0.461272,""elements_per_s"":1102515132.0695815,""full_tensor_matvecs_per_s"":2.167918278152587,""input_mib_per_s"":862.5096743353163,""kv_count"":51,""name"":""output.weight"",""note"":""this is pure-Zig quantized matvec throughput for one tensor, still not full-model tok/s yet."",""path"":""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""row_bytes"":1680,""row_count"":248320,""row_len"":2048,""rows_per_s"":538337.4668308503,""tensor_count"":733,""type"":""q6_K"",""version"":3}",codex/zig-baseline-qwen36,11a53522e5684e3734c9586f697437a131f1bd4a,11a5352,true,Add tracked Zig experiment round runner,,
2026-04-21T14:17:30.141804+00:00,20260421T141730.141804Z-11a5352-micro-dirty,micro,releasefast check,releasefast check,blk0_qkv_projection,Block 0 QKV Projection,full_projection_passes_per_s,71.52180521036351,projection/s,0.111854,1361.7445633630268,models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf,42,8192,8,1,,"[""/Users/drhb/Documents/tmp/dtree-mlx/zig-out/bin/dtree-mlx-zig"",""--model"",""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""--token-id"",""42"",""--norm-tensor"",""blk.0.attn_norm.weight"",""--project-tensor"",""blk.0.attn_qkv.weight"",""--bench"",""--bench-rows"",""8192"",""--bench-iters"",""8"",""--bench-warmup"",""1""]","{""alignment"":32,""bench_iters"":8,""bench_rows"":8192,""bench_warmup"":1,""checksum"":1361.7445633630268,""data_offset"":10989632,""elapsed_s"":0.111854,""elements_per_s"":1199936774.724194,""embed_tensor"":""token_embd.weight"",""full_projection_passes_per_s"":71.52180521036351,""input_mib_per_s"":938.7236933860211,""kv_count"":51,""norm_tensor"":""blk.0.attn_norm.weight"",""note"":""this is one-token embedding + optional RMSNorm + projection throughput, not full-model tok/s yet."",""path"":""models/qwen3.6-35b-a3b-q4km/Qwen-Qwen3.6-35B-A3B-Q4_K_M.gguf"",""project_dims"":""[2048, 8192]"",""project_tensor"":""blk.0.attn_qkv.weight"",""project_type"":""q6_K"",""rms_epsilon"":1e-06,""rows_per_s"":585906.6282832979,""tensor_count"":733,""token_id"":42,""version"":3}",codex/zig-baseline-qwen36,11a53522e5684e3734c9586f697437a131f1bd4a,11a5352,true,Add tracked Zig experiment round runner,,
